"USERID","REQUESTEDURL"
4036,"perto_do_mar,criana_a_2,se_ela_a_bonita,babila_nia,luta_de_raa_z,dja_dja_require,dona_amalia,estranha_cidade,plantaa_ao,ph_neutro_mik_ikaruz_enrola_mais_uma"
4049,"riseupm_ix,best_of_trance_2008,parazaa_r_music_mix,warning_power_tecnho,kuduro_dana_a_do_tchiriri_mix,summerjam_remix,zig_zag_remix,ft_dj_hellboy_tuning_its_not_a_crime_part_ii,helicop_ter_mix,dancing_in_the_night_hb_production_vol_2"
4050,"natureza,nova_corrida_nova_viagem,para_os_meus_manos,assim_como_o_segundo_pertence_a_hora,sao_tantas_as_madrugadas_passadas,sonho_3,anota_a_nota,nascido_a_4_de_julho,eles_andam_ai_new,fame"
4051,"for_my_lady_2008_dj_drix,da_lhe_sa_mo_alex_2008_dj_silva_dj_drix,sushiraw_presents_elizio_confirmaa_a_o_2008_what_u_gonna_do_ft_kaysha_mp3,kuduro_pa_2008_dj_drix,so_te_digo_a_uma_coisa_beef,aquela_unidade_2008_dj_drix_dj_cratera,jogada_de_mestre_2008_dj_cratera_dj_drix,kalemba_feat_pongolove_1_remix_house_dj_drix,kuza_bruto_2008_dj_cratera_dj_drix,stoned_2008_dj_drix"
4057,"perto_do_mar,criana_a_2,7a_andar,desalinhado,quem_me_dera_1,se_ela_a_bonita,acreditar_ao_vivo,babila_nia,luta_de_raa_z,dja_dja_require"
4061,"natureza,nova_corrida_nova_viagem,para_os_meus_manos,assim_como_o_segundo_pertence_a_hora,sao_tantas_as_madrugadas_passadas,sonho_3,anota_a_nota,nascido_a_4_de_julho,eles_andam_ai_new,fame"
4063,"da_hui_the_offspring_cover,fui_a_praia_original,genocide_the_offspring_cover,hate_you_or_love_you_original,nothing_else_matters_metallica_cover_na_2_melhor_kualidade,pretty_fly_the_offspring_cover,scar_tissue_red_hot_chili_peppers_cover,youre_the_only_one_metal_original,danito_ft_myth_jp_lagrimas_na_cara,fds_drc_im_ready_for_love"
4064,"instinto_de_passaro_jam,tempo_4,125_azul_trovante,a_mema_ria_das_naus_pra_mixagem,boa_sorte,telegrama,when_the_night_falls,agora,entre_o_inferno_e_o_paraa_so_1,licantropia"
4067,"es_tudo_para_mim_1,preciso_de_ti_feat_mc_fly,sempre_o_mesmo_2,quero_te_sentir_1,a_guas_do_da_o,aqui_ha_truque,canon,despedida,guantanamera,hino"
4068,"coneca_ao,a_nossa_ultima_homenagem_pedr_o,fica_comigo,hm_sente_meu_ataque,dj_striker_buraka_vs_da_weasel_remix,hm_sentimento_em_sila_ncio_ft_major,porque_vais_madley_feat_mc_fly,baby_dont_cry,da_me_a_tua_ma_o,deixas_me_louco_1"
4071,"freestyle_das_10_xd_improviso_jay_c,ncs_feat_jay_c_reflexao_mensagem,1_dia_one_day_mc_fly_feat_ronald_isley,7_para_ti_amigo_kutegash,desculpa_eu_ser_assim,djay_c_remixstacion_2_parte_1,estou_aqui,hm_vale_a_pena_voltar_atras_ft_kute_gash,ilusa_o_ft_ana_ferreira_o_que_penso,jay_c_a_estigar_scrool_free_gravado_por_telemovel_ma_qualidade"
4073,"a_nigth_in_tuna_sia,bo_ten_qu_luta,dalailight,dja_dja_require,follow_the_line,life_1,mama_na_o_chora,o_entendimento,oh_jah,sera_que_a_musica_tem_cor"
4074,"chalice,intro_noites_ritual_2006,live_up_noites_ritual_2006,acabou_noites_ritual_2006,mama_na_o_chora,babila_nia,homem_do_sucesso,homem_pola_cia,homem_rabot,luta_de_raa_z"
4075,"road_1,mentes_de_coraa_a_o_1,strange_things_can_happen,broken_system_1,40a_a_sombra,creep_1,negras_como_a_noite,wad_sa_ntese_da_ambia_ncia_sonora_do_museu_do_rio_alcoutim,dj_kbit_remix_technorocker,na_o_quero_doses_demais"
4076,"about_you_1,angels_1,apologize_the_real_booty_babes,are_you_ready_1,art_of_living,a_secret,atb_remix,babila_nia,back_again_mikel_filipe_vs_muratuyar,baila_tribal_remix"
4077,"goldstein,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_in_love,01_intro_mixtape_ideias_expressadas,01_meu_lugar,01_php_you_are_so_v_2,02_00am,02_bueda_vezes_stone"
4082,"halloween_s_o_s_mundo,11_mulher_que_deus_amou,roleta_russa,hip_hop_tuga_1,puto_ko_tchora_ghetto_shadows_mortex_com_b_shadd,danito_ft_myth_jp_lagrimas_na_cara,1_dia_one_day_mc_fly_feat_ronald_isley,baby_dont_cry,fim_na_dor,ouve_o_teu_coraa_a_o"
4084,"debora_ft_azteka_lucone_no_refra_o_sentimento_amo_r,kalemba_feat_pongolove_1_remix_house_dj_drix,dih_p_unit_ft_azteka_entre_o_bem_e_o_mal,positive_ft_real_mc_mentalizado_azteka_festa_e_nossa,positive_lucon_e_azteka_maste_r_g_freestyle,azteka_ft_lyrisista_assim_que_fazem_os_puros,so_te_digo_a_uma_coisa_beef,drix_ta_loucooo_2008_dj_drix,blekan_deka_ft_dem_boyz_azteka_thug_live,guerra_fria_parte_2_1"
4086,"natureza,nova_corrida_nova_viagem,para_os_meus_manos,assim_como_o_segundo_pertence_a_hora,sao_tantas_as_madrugadas_passadas,sonho_3,anota_a_nota,nascido_a_4_de_julho,eles_andam_ai_new,fame"
4090,"hm_sentimento_em_sila_ncio_ft_major,hm_vale_a_pena_voltar_atras_ft_kute_gash,hm_vsilva_ja_nao_aguento_acabou,hm_duvidas_do_talento,hm_sente_meu_ataque,dona_do_meu_tempo,tu_sabes_3,desculpa_eu_ser_assim,1_vive_a_vida_kutegash,a_vossa_hista_ria_mk"
4091,"your_glory_wont_last_forever,as_the_water_slowly_fills_our_lungs,crimson_landscape_1,deep_down_inside,hopeless,my_fist_is_my_protest,newborn_child,tears_of_blood,a_minha_hista_ria_ft_missy_e_gijoe,lies"
4093,"na_o_consegues_ver,dancing_in_the_night_hb_production_vol_2,freestyle_kuduro_dj_shark,zig_zag_remix,best_of_trance_2008,dancemusicmix,riseupm_ix,a_arte_mais_bela,destino_traa_ado_canuca,dom_k_papadocks"
4095,"natureza,nova_corrida_nova_viagem,para_os_meus_manos,assim_como_o_segundo_pertence_a_hora,sao_tantas_as_madrugadas_passadas,sonho_3,anota_a_nota,nascido_a_4_de_julho,eles_andam_ai_new,fame"
4098,"24_7_riot,9_miller_feat_el_loko,art_of_living,cum_sexy_cum,darkness_woman,i_need_a_priest,its_lovely,strange_things_can_happen,sweet_tribal_dreams_the_world_is_mine_the_tribalmakers_rmx,target_love"
4100,"dj_sky_end_of_days,dj_sky_latino_night,dj_striker_best_house_summer_party_remix,dj_striker_buraka_vs_da_weasel_remix,dj_striker_canta_bahia_remix,dj_striker_dont_stop_the_music_remix,dj_striker_gasolina_remix,dj_striker_letas_get_down_remix,dj_striker_red_hot_remix,dj_striker_rise_up_2007_remix"
4101,"broadg_d_tox_vida_loka,eu_apoio_o_bairro_para_o_bairro_me_apoiar,broadg_gnz_d_t_ox_vida_bandida,joana_homenagem,sdm_ele_anda_por_ai,mestres_de_cerimonias_bro_adg_d_tox,o_guetto_faz_a_fora_a_1,nha_freestyle_a_shot,gnz_dyggas_the_real,bomba"
4102,"african_elements_drum_tool,batam_com_a_cabea_a_no_cha_o,fico_a_espera_quer_o_ver_o_fim,kabuki_original_mix,mayan_spirit_original_mix,na_o_quero_vida_de_militar,na_o_sei_se_merea_o,para_que_sonhar,paulo_gama_2,paulo_gama_projectos"
4104,"fuck_off_katchorras_canuca_ft_isek,dj_pak_rise_up_vocal_yves_larock_tribal_expecial,ta_pioneiro_ft_ag_ir_som_tuga_par,dj_pak_by_champions_league,dj_pak_mind_control_fauvrelle_tribal_mix,eu_apoio_o_bairro_para_o_bairro_me_apoiar,a_minha_luta,rap_nao_vai_parar_remix_monte_kapta_arrentela,acabou_noites_ritual_2006,destino_traa_ado_canuca"
4106,"black_ugly_sax_solo,blue_monk,blues_trouble_sax_solo,blues_walk,empty_bed_blues_sax_solo,if_i_were_a_catfish_take_2,i_got_my_mojo_1,i_was_sailing,saint_thomas,sleepin_around_the_corner"
4107,"perto_do_mar,criana_a_2,7a_andar,desalinhado,quem_me_dera_1,se_ela_a_bonita,when_the_night_falls,acreditar_ao_vivo,100_voca,sempre_foi_assim_1"
4108,"fuck_off_katchorras_canuca_ft_isek,asher_ft_ruby_c_bomb_putos_di_ghetto,ta_pioneiro_ft_ag_ir_som_tuga_par,tamawitah_es_essencial,resposta_ao_kamel_estiga,realidade,danito_ft_myth_jp_lagrimas_na_cara,ashduets_ft_ruby_c,destino_traa_ado_canuca,a_minha_hista_ria_ft_missy_e_gijoe"
4111,"aqui_ha_truque,guantanamera,porto_covo,traa_adinho_de_coimbra,verdes_anos,meia_noite_ao_luar,perdidamente,a_guas_do_da_o,cana_a_o_do_mar_ao_vivo,cia_ncito_aluno"
4114,"patuscada,ta_pioneiro_ft_ag_ir_som_tuga_par,caninha_verde,mulheres,golden_boys_feat_del_marquis,we_are,moonshadow,eu_quero_e_ele_na_o_quer,quadradinha,sonhos"
4118,"strange_things_can_happen,40a_a_sombra,creep_1,danito_ft_myth_jp_lagrim_as_na_cara,eu_ja_me_convenci,lounge_control,mafia_urbana,mama_na_o_chora,stuck_inside,airport_tunnel"
4119,"patuscada,caninha_verde,mulheres,quadradinha,eu_quero_e_ele_na_o_quer,o_fadinho,sonhos,chamarrita,os_reis,quem_tem_juizo_vareia"
4123,"riseupm_ix,best_of_trance_2008,feel_the_beat_1,warning_power_tecnho,dancemusicmix,parazaa_r_music_mix,dancing_in_the_night_hb_production_vol_2,fatal_tecnho,zig_zag_remix,helicop_ter_mix"
4124,"nada_a_declarar,navegador_de_sonhos,caninha_verde,eu_quero_e_ele_na_o_quer,eu_sou_marinheiro,forro_da_malhaa_ao,lampiao,marcha_de_santiago,moda_do_entrudo,o_fadinho"
4130,"caminho_extenso,momentos_balada,nothing_else_matters_metallica_cover_na_2_melhor_kualidade,olha_para_o_ca_u_balada,para_a_rapariga_mais_bela_da_costa_da_caparica,significado_da_vida_mensagem_para_o_mundo_1,the_melody_of_nature,fa_1,its_lovely,noize_super_noize"
4132,"african_elements_drum_tool,batam_com_a_cabea_a_no_cha_o,fico_a_espera_quer_o_ver_o_fim,kabuki_original_mix,mayan_spirit_original_mix,na_o_quero_vida_de_militar,na_o_sei_se_merea_o,para_que_sonhar,paulo_gama_2,paulo_gama_projectos"
4138,"fuck_off_katchorras_canuca_ft_isek,dj_pak_rise_up_vocal_yves_larock_tribal_expecial,ta_pioneiro_ft_ag_ir_som_tuga_par,dj_pak_by_champions_league,dj_pak_mind_control_fauvrelle_tribal_mix,eu_apoio_o_bairro_para_o_bairro_me_apoiar,a_minha_luta,rap_nao_vai_parar_remix_monte_kapta_arrentela,acabou_noites_ritual_2006,destino_traa_ado_canuca"
4140,"ina_til_espera,posso_ser,use_e_abuse,voca_pode_ou_na_o,ta_pioneiro_ft_ag_ir_som_tuga_par,sugarless,santa_monica_live_brasil_part_2_2007,santa_monica_live_brasil_part_3_2007,santa_monica_live_brasil_part_4_2007_mikel_filipe_live,na_o_posso_ficar_calado"
4141,"bu_ka_ten_eskapatori,lutar_contra_esta_mara,relaa_ao_chegou_ao_fim,vida_de_guetto,puto_da_street_mais_uma_produa_a_o,bairro_dos_indios,jawelcom_moblack_amin_livre_bombaclak,kyword_amin_rima_parva,os_momentos_que_passo_contigo,versa_til_rabica_amin_produto_de_insa_nia"
4142,"cdk,fuck_off_katchorras_canuca_ft_isek,tetra_xg,destino_traa_ado_canuca,resposta_ao_kamel_estiga,sa_sucesso_the_summer_arrived_vol_4_2006_cd1_01_batata_mc_ft_deus_verbal_marreco_mc_dama_anda_ca,desiludido_nu_amor_myslo_ft_canuca,puro_avacalho_cuss_intro,ta_pioneiro_ft_ag_ir_som_tuga_par,danito_ft_myth_jp_lagrim_as_na_cara"
4144,"sola_da_bota,roa_a_roa_a,helena,cade_voce,festa_brasileira,aa_ores_marchi_nha,ai_ondas_do_mar_de_vigo,assovio_de_cobra_andra_ciraudo_bruno_py_e_gustavo_melo,astrolabios,a_s_tudo_o_que_preciso"
4145,"na_o_consegues_ver,sonho_real_r7f_ft_froufe,na_o_entendo_r7f,apenas_tu_rainha_da_natureza_r7f,ta_o_perto_r7f,danito_ft_jp_rafa_preciso_do_teu_amor,dancemusicmix,riseupm_ix,danito_ft_myth_jp_lagrimas_na_cara,jp_ft_danito_ainda_penso_em_ti"
4146,"nao_nao_nao,sem_ti,singerlady,sweet,desde_que_te_vi,danka_feat_singerlady,spback_1,quero_te_sentir_1,ata_sempre_1,conexa_o_1"
4150,"riseupm_ix,best_of_trance_2008,feel_the_beat_1,warning_power_tecnho,dancemusicmix,parazaa_r_music_mix,dancing_in_the_night_hb_production_vol_2,fatal_tecnho,zig_zag_remix,helicop_ter_mix"
4159,"patuscada,ta_pioneiro_ft_ag_ir_som_tuga_par,caninha_verde,cum_sexy_cum,i_need_a_priest,its_lovely,mulheres,golden_boys_feat_del_marquis,we_are,eu_quero_e_ele_na_o_quer"
4160,"sem_ti,nao_nao_nao,singerlady,assim_na_o_da,sweet,danka_feat_singerlady,spback_1,dj_mvboss_right_nowww,dj_mvboss_some_trance,dj_mvboss_thats_right"
4164,"como_a_noite_a_longa,ha_quanto_tempo,i_m_in_trouble_now,paira_a_tona_de_agua,a_minha_apresentaa_ao,aquele_gajo,ataque,cisco_houseguitarra,come_com_o_meu_irmao,great_lover"
4170,"danito_ft_jp_rafa_preciso_do_teu_amor,danito_ft_jp_marrone_o_nosso_amor_acabou_danito_produa_a_o,danito_ft_myth_jp_lagrimas_na_cara,danito_tarde_demais,amor_de_avo,mrk_ft_rds5_skill_foste_uma_lia_a_o,spring_lsk_na_descontra,the_g_intro_especialmente_para_kem_se_picou_2008,jp_ft_danito_nada_vai_ser_igual,puta_da_ragga"
4173,"dj_pak_hamses_pakito_remix,dj_pak_mind_control_fauvrelle_tribal_mix,dj_pak_by_champions_league,fico_a_espera_quer_o_ver_o_fim,rise_up_vs_zookey_dj_carbone_double_mix_yves_larock,dj_pak_feat_nelly_furtado_all_good_things_remix_tribal,nada,i_got_my_mojo_1,st_james_infirmary_sax_solo,fuck_off_katchorras_canuca_ft_isek"
4180,"a_madeira_a_um_jardim,cantiga_bailada,punk_agricultor,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_in_love,01_intro_mixtape_ideias_expressadas,01_meu_lugar,01_php_you_are_so_v_2"
4181,"patuscada,caninha_verde,mulheres,quadradinha,eu_quero_e_ele_na_o_quer,o_fadinho,sonhos,chamarrita,os_reis,quem_tem_juizo_vareia"
4184,"a_homen_valha_te_deus,a_za_tira_a_ma_o_da_gaita,morena_ai_ai,diz_ca_a_manelzinho,tantas_namorei,ana_o_sei_na_o,rise_up_especial,brincadeira,sem_vergonha,eu_quero_e_ele_na_o_quer"
4186,"dj_xunxe_motha_fucka_remix,50_cente_o_bit,calabria_mix_ed,dj_douglass_b_tid_sempre_d_o,dj_xunxe_mix_2008_feat_dj_douglas,dj_xunxe_tecnho_xd_2008,funabtk_dj_xunxe_and_dj_douglas,mc_shark_feat_mc_saraiva,my_music_violin,hm_sentimento_em_sila_ncio_ft_major"
4187,"hm_sentimento_em_sila_ncio_ft_major,hm_vale_a_pena_voltar_atras_ft_kute_gash,hm_vsilva_ja_nao_aguento_acabou,hm_duvidas_do_talento,hm_sente_meu_ataque,dona_do_meu_tempo,tu_sabes_3,desculpa_eu_ser_assim,1_vive_a_vida_kutegash,a_vossa_hista_ria_mk"
4189,"kutegash_porque_nao_mudas_por_mim,sou_o_que_quiseres_mk,nao_deixo_de_pensar_mk,1_vive_a_vida_kutegash,a_vossa_hista_ria_mk,dilemas_da_vida_mk,mundo_magico_mk,kutegash_can_you,fuck_off_katchorras_canuca_ft_isek,sempre_quando_nao_estas_ft_ikaruz_ntk"
4190,"all_my_life,dedicatoria_pa_i,nao_entendo,objectivo_final,danito_ft_myth_jp_lagrimas_na_cara,6_thefive_kutegash,jo_yo_sabes_o_que_vales_prod_xoye,ph_neutro_mik_ikaruz_enrola_mais_uma,pinilha_ft_kannuka_espelho_teu,sem_ti_ft_ntk_ikaruz_mind"
4191,"fuck_off_katchorras_canuca_ft_isek,1_vive_a_vida_kutegash,noite_da_traia_ao_ft_joker_74,a_sa_s_com_a_nostalgia,puta_da_ragga,johny_gumble_diss_txara,tamawitah_es_essencial,sou_o_que_quiseres_mk,chyvi_dodu_na_bo,so_quero_voltar_a_ter"
4194,"club_shit,quem_manda,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_in_love,01_intro_mixtape_ideias_expressadas,01_meu_lugar,01_php_you_are_so_v_2,02_00am"
4198,"sem_ti,dj_dom_i_miss_you,dj_dom_shake_that_wall_remix,dj_dom_back_in_the_jungle,dj_dom_kasmire,na_o_posso_ficar_calado,ta_pioneiro_ft_ag_ir_som_tuga_par,kombatente_hot_skills,revoltado_eu_faa_o_hiphop_mixtape_poet,bye_bye_jorge_of_the_jungle"
4201,"conexa_o_1,entre_nos_existe_uniao_fabinho_e_steven_tropa_barrekense_feat_versos_urbanos,esta_eh_pra_kem_merexe_nossos_manos,estiga_para_te_abrir_os_olhos,fuck_off_katchorras_canuca_ft_isek,jpk_feat_batata_a_kru_ke_nunka_para,julgam_se_importantes_es_ses_wackas_steve_n_fabinho,kid_caponne_luigi_sente,licantropia,nameless_cerveja_locked"
4202,"chalice,intro_noites_ritual_2006,live_up_noites_ritual_2006,acabou_noites_ritual_2006,mama_na_o_chora,babila_nia,homem_do_sucesso,homem_pola_cia,homem_rabot,luta_de_raa_z"
4205,"ta_pioneiro_ft_ag_ir_som_tuga_par,na_o_posso_ficar_calado,revoltado_eu_faa_o_hiphop_mixtape_poet,dj_dom_fuck_over_up,dj_dom_i_miss_you,bye_bye_jorge_of_the_jungle,01_intro_mixtape_ideias_expressadas,02_mudancas_mixtape_ideias_expressadas,cadeia,dento_caixon_d_g_b"
4212,"modinha,chamarrita,wild_rover,na_o_sei_se_merea_o,1a_afinaa_a_o_original,caminhada_original,caninha_verde,cantiga_bailada,moda_do_entrudo,s_joa_o"
4213,"chalice,intro_noites_ritual_2006,live_up_noites_ritual_2006,acabou_noites_ritual_2006,mama_na_o_chora,babila_nia,homem_do_sucesso,homem_pola_cia,homem_rabot,luta_de_raa_z"
4214,"ai_ai_katrefa,hora_da_verdade,madalena,rookie_ft_mrk_da_diva_divina_m2,tavareslm_skhuba_todos_juntos,arrependimento,beleza_rara_jackpot,mc_ivo_mc_vilar_ft_mc_f_ru_o_j_r_amor_perfeito,nao_deixes_q_a_vida_fuja_de_ti,definia_a_o_de_vida"
4217,"walking_in_the_sun,hollywood,medo_de_dar,por_aa,sombra_de_mulher,a_arte_mais_bela,mental_mente,ganhar_ou_perder,a_vida_a_bela,harry_potter"
4218,"aqui_ha_truque,hoy_estoi_aqui,o_estandarte_da_javarda_mica,traa_adinho_de_coimbra,a_guas_do_da_o,cia_ncito_aluno,fado_do_adeus_ao_porto,hino_da_animatuna,meia_noite_ao_luar,perdidamente"
4221,"walking_in_the_sun,hollywood,medo_de_dar,por_aa,sombra_de_mulher,a_arte_mais_bela,mental_mente,ganhar_ou_perder,a_vida_a_bela,harry_potter"
4224,"echo,fantasy,whisper_1,waterfoam,cristal,growth,daruller_ft_sky,dream_at_night,agradea_o_meu_jesus,lea_o_da_tribo_de_juda"
4225,"walking_in_the_sun,hollywood,medo_de_dar,por_aa,sombra_de_mulher,a_arte_mais_bela,mental_mente,ganhar_ou_perder,a_vida_a_bela,harry_potter"
4227,"fallen_queen,texas_cowboy,unha_suja,alone_being,dont_blame_me_for_liking_you,make_me_remember,ride_to_the_beginning,these_walls_with_no_doors,a_abrila,a_o_movimento_mixtape_discurso_directo_tropas_isek_c_heetif"
4228,"nada_a_declarar,navegador_de_sonhos,caninha_verde,eu_quero_e_ele_na_o_quer,eu_sou_marinheiro,forro_da_malhaa_ao,lampiao,marcha_de_santiago,moda_do_entrudo,o_fadinho"
4230,"fuck_off_katchorras_canuca_ft_isek,masturbao_mental,mctropas_o_peso_da_culpa_r_i_p_filha,p_unit_ft_tropas_isek_patakeiros_no_movimento,fora_a_de_vontade,dany_boy_ft_tropas_ft_chalitos_ft_isek,noite_remix_fe_at_mauro_s,a_arte_mais_bela,ja_me_fartei_rita_lopez,hm_sente_meu_ataque"
4232,"patuscada,caninha_verde,mulheres,quadradinha,eu_quero_e_ele_na_o_quer,o_fadinho,sonhos,chamarrita,os_reis,quem_tem_juizo_vareia"
4234,"dia_perfeito,tu_sabes_1,sonhar_te,sem_futuro,movimento,espelho_1,roleta_russa,danito_ft_myth_jp_lagrimas_na_cara,danito_jay_p_ft_mario_myth_rute_sera_que_pensas_em_mim,halloween_procriar"
4235,"o_amor_a_raro,criana_a_2,perto_do_mar,foi_assim_1,o_meu_destino_2008,vem_pa_pa_de_mim,7a_andar,desalinhado,quem_me_dera_1,foi_com_um_olhar"
4239,"nada_a_declarar,navegador_de_sonhos,caninha_verde,eu_quero_e_ele_na_o_quer,eu_sou_marinheiro,forro_da_malhaa_ao,lampiao,marcha_de_santiago,moda_do_entrudo,o_fadinho"
4241,"st_james_infermary_new_take_1,take_me_back,if_i_were_a_catfish,my_mama_got_a_heart_new_take,sleeping_on_the_corner,wolfgang,frankye_johnny,art_of_living,longe_do_amor,paulo_gama_2"
4245,"fuck_off_katchorras_canuca_ft_isek,kem_a_va_ja_mais_nada_va,porke_na_sou_deus,ta_pioneiro_ft_ag_ir_som_tuga_par,revolua_ao,destino_traa_ado_canuca,revoltado_eu_faa_o_hiphop_mixtape_poet,se_amanha,a_minha_hista_ria_ft_missy_e_gijoe,sem_ti"
4250,"digo_adeus,da_me_a_tua_ma_o,queremos_paz_1,desabafos_mc_fly,baby_dont_cry,deixas_me_louco_1,hip_hop_tuga_1,fuck_you,choro_por_ti,aguenta_o_meu_peso_prod_xoye"
4253,"blow_up_to_pieces,convule_gastric_haemorrhage_with_eggs,eternal_spiral,the_end_live_in_kanekos,aa_ores_marchi_nha,ai_ondas_do_mar_de_vigo,assovio_de_cobra_andra_ciraudo_bruno_py_e_gustavo_melo,astrolabios,a_s_tudo_o_que_preciso,batam_com_a_cabea_a_no_cha_o"
4254,"walking_in_the_sun,hollywood,da_me_a_tua_ma_o,sexy_lady,roleta_russa,medo_de_dar,por_aa,sombra_de_mulher,hip_hop_tuga_1,fim_na_dor"
4256,"crimson_landscape_1,deep_down_inside,karma,longe_do_amor,ventura,eu_estou_aqui_1,amor_divino,errando_e_que_se_aprende,heroi_pequeno,objectivo_final"
4258,"momentos_balada,olha_para_o_ca_u_balada,the_melody_of_nature,bloco111_faz_a_tua_nuvem,caminho_extenso,nothing_else_matters_metallica_cover_na_2_melhor_kualidade,para_a_rapariga_mais_bela_da_costa_da_caparica,significado_da_vida_mensagem_para_o_mundo_1,ku_mi_nau,coraa_oes_despedaa_ados_tropas_ft_cheetif_art_de_rue_dedicado_kika_titax_anna_lucia"
4259,"a_abrila,bluz,cana_a_o_do_mar,cris,dana_a_das_flores,deus_te_guarde,doce_de_coco,dominguiando,festa_1,garota_de_ipanema_new"
4260,"criana_a_2,perto_do_mar,put_your_rise_up_down_live_bab_ylon_mix,buraka_vs_antoine_clamaran_babylon_remix,so_sexy_babylon_mix,lovely_babylon_remix,mario_winnans_vs_deep_swing_i_dont_wanna_take_you_there,se_ela_a_bonita,puta_da_ragga,kutegash_porque_nao_mudas_por_mim"
4262,"for_my_lady_2008_dj_drix,kalemba_feat_pongolove_1_remix_house_dj_drix,ntk_e_jessica_da_a_cara_ao_que_sentes_2008,tamawitah_es_essencial,buraka_mix_part_2,dj_dom_i_miss_you,tive_que_abalar_mc_caramelo_2008,sempre_quando_nao_estas_ft_ikaruz_ntk,noite_de_fa_rias,rookie_minha_estrela_a_s_tu_ana"
4264,"baby_toca,eu_ati_te_amo_ana,fica_comigo,nossa_alma_a_a_mesma,1_vive_a_vida_kutegash,ha_mulheres_e_bitchies,sou_o_que_quiseres_mk,desculpa_eu_ser_assim,major_ft_distinto_sera_amor,mundo_magico"
4285,"foi_assim_rmx,mentes_de_coraa_a_o_1,10_mil_palavras,desculpa_pelo_que_te_fiz_passar,tenho_que_te_confessar_feat_drc,volta_para_mim_1,a_sa_s_com_a_nostalgia,nao_entendo,quem_a_ela,a_arte_mais_bela"
4286,"burnalicious,sexy_girl,inalteravel_kolateral_ft_am,danito_ft_myth_jp_lagrimas_na_cara,danito_tarde_demais,danito_jp_ft_rafa_dana_porque,hoje_a_pista_a_minha,aquele_momento_1,riseupm_ix,danito_ft_jp_marrone_o_nosso_amor_acabou_danito_produa_a_o"
4288,"kool_2,rapsa_dia_faixa_bonus,noite_lareira_e_sofa_vermelho,mind_my_name,united_lonelly_people,a_arte_mais_bela,a_vida_a_bela,danito_ft_jp_marrone_o_nosso_amor_acabou_danito_produa_a_o,danito_ft_jp_rafa_preciso_do_teu_amor,danito_ft_myth_jp_lagrimas_na_cara"
4295,"afrika_fica_comigo,black_ugly_sax_solo,blue_monk,blues_trouble_sax_solo,blues_walk,cocaine,empty_bed_blues_sax_solo,four,hitchicking_woman_sax_solo,if_i_were_a_catfish_take_1"
4304,"01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_intro_mixtape_ideias_expressadas,02_djas_di_street_krew_2008_dj_ka_nada_for_all_my_friends,02_mudancas_mixtape_ideias_expressadas,05_djas_di_street_krew_2008_dj_ka_nada_ku_techno,08_djas_di_street_krew_2008_dj_k_l_feat_dj_master_g_sem_txoru,100_alta_categoria,10_sem_ti_na_o_da_kutegash_ft_hm,11_djas_di_street_krew_2008_dj_hodji_alameda_das_palmeiras_bela_vista,11_mulher_que_deus_amou"
4306,"coraa_a_o_abalado,eu_preciso_de_ti,nada_a_para_sempre,para_quem_na_o_nos_conhece,uma_alma_triste,amor_sem_fim_hip_hop,danito_ft_myth_jp_lagrimas_na_cara,danito_jp_ft_rafa_dana_porque,dj_hf_kizomba_100,djs_xtreme_kizomba_remix_4"
4307,"jp_ft_danito_ainda_penso_em_ti,danito_ft_myth_jp_lagrimas_na_cara,jp_ft_danito_nada_vai_ser_igual,danito_ft_jp_marrone_o_nosso_amor_acabou_danito_produa_a_o,danito_ft_jp_rafa_preciso_do_teu_amor,danito_jp_ft_rafa_dana_porque,danito_ft_myth_jp_lagrim_as_na_cara,jp_onde_estas_tu,sou_o_que_quiseres_mk,se_amanha"
4312,"amizade_perda_o,pra_ncipio_da_desilusa_o,ca_tait_un_bon_copain,contigo_e_so_contigo,sentimentos_na_life,amor_ou_paixa_o_cyphe_r_one,hm_sente_meu_ataque,danito_jay_p_ft_mario_myth_rute_sera_que_pensas_em_mim,resposta_ao_kamel_estiga,destino_traa_ado_canuca"
4316,"aftermath,ambiguous_relation,a_minha_hista_ria_ft_missy_e_gijoe,ao_rubro,a_proibido,a_queda_do_paradoxo,armada,art_di_um_cultura,as_the_water_slowly_fills_our_lungs,benediction"
4319,"reflexa_o,za_canibal_1,al_reves,amor_de_ma_e_1,balas,durruti,estrela_vermelha,evil_whores,outra_vez,purple_birds"
4323,"calabria_mix_ed,50_cente_o_bit,dj_douglas_in_noddy_di_guetto_50cente,dj_douglass_b_tid_sempre_d_o,dj_xunxe_mix_2008_feat_dj_douglas,dj_xunxe_motha_fucka_remix,funabtk_dj_xunxe_and_dj_douglas,mc_shark_feat_mc_saraiva,my_music_violin,ata_amanha"
